[2026-04-04 15:34:39] START 05_train_droid_curated
[train-sharded:train] 1/1197 shards | elapsed 01:00 | rate 0.02/shard/s | remaining 20:00:40 | epoch=1/1 shard=droid_train_0000.hdf5 samples=9450
    "/workspace/data/converted/droid_curated/train/droid_train_0245.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0246.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0247.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0248.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0249.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0250.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0251.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0252.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0253.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0254.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0255.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0256.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0257.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0258.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0259.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0260.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0261.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0262.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0263.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0264.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0265.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0266.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0267.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0268.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0269.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0270.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0271.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0272.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0273.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0274.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0275.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0276.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0277.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0278.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0279.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0280.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0281.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0282.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0283.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0284.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0285.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0286.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0287.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0288.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0289.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0290.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0291.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0292.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0293.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0294.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0295.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0296.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0297.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0298.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0299.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0300.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0301.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0302.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0303.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0304.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0305.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0306.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0307.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0308.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0309.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0310.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0311.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0312.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0313.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0314.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0315.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0316.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0317.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0318.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0319.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0320.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0321.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0322.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0323.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0324.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0325.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0326.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0327.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0328.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0329.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0330.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0331.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0332.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0333.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0334.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0335.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0336.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0337.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0338.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0339.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0340.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0341.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0342.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0343.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0344.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0345.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0346.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0347.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0348.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0349.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0350.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0351.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0352.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0353.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0354.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0355.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0356.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0357.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0358.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0359.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0360.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0361.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0362.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0363.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0364.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0365.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0366.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0367.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0368.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0369.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0370.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0371.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0372.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0373.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0374.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0375.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0376.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0377.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0378.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0379.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0380.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0381.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0382.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0383.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0384.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0385.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0386.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0387.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0388.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0389.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0390.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0391.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0392.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0393.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0394.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0395.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0396.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0397.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0398.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0399.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0400.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0401.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0402.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0403.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0404.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0405.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0406.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0407.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0408.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0409.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0410.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0411.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0412.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0413.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0414.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0415.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0416.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0417.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0418.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0419.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0420.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0421.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0422.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0423.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0424.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0425.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0426.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0427.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0428.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0429.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0430.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0431.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0432.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0433.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0434.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0435.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0436.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0437.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0438.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0439.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0440.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0441.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0442.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0443.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0444.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0445.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0446.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0447.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0448.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0449.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0450.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0451.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0452.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0453.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0454.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0455.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0456.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0457.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0458.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0459.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0460.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0461.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0462.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0463.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0464.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0465.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0466.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0467.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0468.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0469.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0470.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0471.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0472.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0473.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0474.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0475.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0476.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0477.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0478.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0479.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0480.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0481.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0482.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0483.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0484.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0485.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0486.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0487.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0488.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0489.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0490.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0491.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0492.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0493.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0494.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0495.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0496.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0497.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0498.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0499.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0500.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0501.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0502.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0503.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0504.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0505.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0506.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0507.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0508.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0509.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0510.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0511.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0512.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0513.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0514.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0515.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0516.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0517.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0518.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0519.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0520.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0521.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0522.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0523.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0524.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0525.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0526.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0527.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0528.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0529.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0530.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0531.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0532.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0533.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0534.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0535.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0536.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0537.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0538.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0539.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0540.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0541.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0542.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0543.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0544.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0545.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0546.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0547.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0548.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0549.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0550.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0551.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0552.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0553.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0554.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0555.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0556.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0557.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0558.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0559.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0560.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0561.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0562.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0563.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0564.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0565.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0566.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0567.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0568.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0569.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0570.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0571.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0572.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0573.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0574.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0575.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0576.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0577.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0578.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0579.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0580.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0581.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0582.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0583.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0584.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0585.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0586.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0587.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0588.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0589.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0590.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0591.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0592.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0593.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0594.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0595.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0596.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0597.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0598.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0599.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0600.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0601.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0602.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0603.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0604.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0605.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0606.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0607.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0608.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0609.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0610.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0611.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0612.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0613.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0614.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0615.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0616.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0617.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0618.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0619.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0620.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0621.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0622.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0623.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0624.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0625.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0626.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0627.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0628.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0629.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0630.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0631.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0632.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0633.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0634.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0635.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0636.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0637.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0638.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0639.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0640.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0641.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0642.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0643.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0644.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0645.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0646.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0647.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0648.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0649.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0650.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0651.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0652.hdf5",
